,Q19A1,Q21AA8,Q21CA2,Q21CB4,Q21CC1,Q21CC3
987,2,2,1,2,2,3
988,2,4,4,3,3,2
989,1,3,4,2,2,3
990,3,3,3,3,3,4
991,2,3,4,4,2,2
992,2,3,2,4,4,4
993,2,4,3,3,2,4
994,2,2,2,1,1,1
995,1,2,3,1,1,1
996,1,2,2,1,1,1
997,2,4,2,2,3,3
998,2,3,4,3,3,3
999,2,2,3,3,2,2
1000,2,1,3,2,2,2
1001,2,3,5,4,4,4
1002,3,4,3,3,2,3
1003,1,1,4,2,4,3
1004,3,3,2,3,2,3
1005,2,3,3,3,4,4
1006,2,3,1,3,2,3
1007,1,3,3,3,3,3
1008,2,3,2,3,3,4
1009,2,2,3,2,4,5
1010,3,4,3,2,3,2
1011,3,3,4,3,4,2
1012,4,3,2,1,3,3
1013,3,4,2,3,4,3
1014,2,3,2,3,3,2
1015,2,3,3,3,3,2
1016,1,3,3,4,4,3
1017,3,3,4,2,3,2
1018,2,3,2,2,3,4
1019,2,3,4,3,3,2
1020,2,3,3,2,3,3
1021,2,3,2,1,3,2
1022,2,3,2,3,3,2
1023,1,4,3,2,3,3
1024,2,4,3,2,3,4
1025,2,3,3,3,3,4
1026,2,3,3,2,3,4
1027,2,3,3,3,3,4
1028,2,3,3,1,3,4
1029,3,3,2,3,3,3
1030,3,3,2,3,3,2
1031,3,4,3,3,4,3
1032,3,4,3,3,2,3
1033,3,3,2,3,3,3
1034,2,2,4,3,3,4
1035,3,3,2,4,4,3
1036,3,3,3,4,3,3
1037,3,3,2,3,3,3
1038,2,3,1,2,2,1
1039,3,4,2,3,3,2
1040,3,4,3,5,4,3
1041,3,3,3,4,4,4
1042,3,4,4,3,3,4
1043,2,3,4,4,4,4
1044,2,3,2,3,3,3
1045,2,2,4,3,3,3
1046,2,4,4,4,4,5
1047,2,3,2,3,3,3
1048,2,4,4,4,4,5
1049,2,3,4,4,4,4
1050,2,4,4,4,4,4
1051,2,4,4,4,4,5
1052,1,4,4,4,4,4
1053,3,3,4,3,4,3
1054,3,2,4,1,2,2
1055,2,3,3,4,3,4
1056,4,4,3,2,3,4
1057,2,5,3,3,4,3
1058,2,3,3,4,4,3
1059,2,4,2,1,4,2
1060,4,4,3,2,3,4
1061,2,4,4,4,3,4
1062,2,4,4,4,2,4
1063,3,4,4,3,3,4
1064,3,3,4,2,4,3
1065,3,3,1,2,4,2
1066,2,3,1,2,4,2
1067,3,3,3,4,4,4
1068,2,3,4,2,3,3
1069,2,4,3,2,3,3
1070,3,4,4,4,4,4
1071,2,2,2,3,3,2
1072,3,4,4,4,4,4
1073,3,4,3,4,4,3
1074,3,3,3,3,3,3
1075,2,4,4,4,4,5
1076,3,3,3,4,5,3
1077,1,3,4,4,3,4
1078,3,5,4,5,3,4
1079,2,3,3,3,2,3
1080,2,4,4,4,4,4
1081,1,3,1,3,3,3
1082,3,4,4,4,4,4
1083,4,5,4,4,4,4
1084,3,4,3,4,4,4
1085,3,4,3,4,4,4
1086,3,4,3,4,4,4
1087,3,4,2,4,4,4
1088,2,4,5,4,4,4
1089,3,4,2,4,4,4
1090,2,4,4,4,3,4
1091,3,4,3,3,4,3
1092,2,2,4,2,2,1
1093,3,4,5,2,5,4
1094,3,3,2,2,2,2
1095,3,3,2,2,2,2
1096,2,2,2,2,4,4
1097,3,2,3,3,4,3
1098,2,3,5,3,3,3
1099,3,3,3,3,3,3
1100,3,4,5,4,4,4
1101,2,3,3,4,3,3
1102,3,4,4,4,3,4
1103,3,5,4,3,4,3
1104,2,3,3,3,3,3
1105,3,4,3,2,5,4
1106,2,3,2,4,3,3
1107,3,4,3,2,5,4
1108,3,3,2,3,3,3
1109,2,3,4,4,4,4
1110,4,3,2,4,4,4
1111,2,3,4,4,3,4
1112,3,4,5,3,3,3
1113,2,3,4,2,4,2
1114,3,4,3,4,3,3
1115,2,4,2,4,4,4
1116,4,4,3,3,4,3
1117,2,3,3,3,4,3
1118,3,3,4,3,3,4
1119,3,4,3,4,4,4
1120,2,3,3,2,4,3
1121,3,5,5,4,4,4
1122,3,4,4,3,3,3
1123,2,3,4,4,4,5
1124,2,2,4,4,3,4
1125,3,3,3,3,3,2
1126,3,3,4,3,3,3
1127,3,3,3,4,4,4
1128,3,3,4,3,3,4
1129,3,2,2,3,3,3
1130,3,2,3,3,4,4
1131,1,4,3,4,3,4
1132,3,4,4,4,3,5
1133,3,5,3,4,3,4
1134,3,3,5,5,3,4
1135,3,4,5,4,4,5
1136,3,4,4,4,4,3
1137,3,4,3,4,4,4
1138,2,3,4,4,4,3
1139,3,4,3,4,4,3
1140,3,4,4,4,4,5
1141,3,4,4,4,5,5
1142,2,3,4,4,4,5
1143,3,3,3,5,4,5
1144,2,4,4,3,4,4
1145,2,3,5,2,2,2
1146,2,4,4,4,4,4
1147,1,5,4,3,4,4
1148,3,4,3,4,5,5
1149,3,3,5,4,5,3
1150,2,3,5,4,4,5
1151,4,4,3,3,4,4
1152,2,3,4,4,4,5
1153,2,4,3,3,3,3
1154,1,3,1,1,1,1
1155,2,2,3,3,3,2
1156,3,3,2,3,3,2
1157,2,3,3,4,3,3
1158,2,3,3,3,3,3
1159,3,5,3,5,4,4
1160,3,3,5,5,5,5
1161,2,3,4,4,4,4
1162,4,5,2,4,5,4
1163,3,3,3,1,3,3
1164,3,4,3,4,3,4
1165,2,4,5,4,4,4
1166,3,4,4,4,3,3
1167,3,3,3,3,3,3
1168,3,3,4,3,3,4
1169,3,4,4,4,3,4
1170,2,4,2,3,3,3
1171,2,4,3,4,3,4
1172,3,4,4,4,3,4
1173,3,5,4,4,3,3
1174,2,3,4,4,3,3
1175,2,3,4,3,3,3
1176,2,3,2,3,2,2
1177,2,3,3,2,2,2
1178,3,3,2,2,4,3
1179,2,4,4,4,3,4
1180,2,4,4,5,3,5
1181,3,4,5,4,3,3
1182,3,3,5,3,4,3
1183,3,4,4,4,4,4
1184,3,4,5,3,5,4
1185,2,4,2,5,4,4
1186,3,3,5,4,4,4
1187,2,4,5,4,4,4
1188,2,3,2,4,3,4
1189,2,3,3,3,2,3
1190,3,1,4,3,3,3
1191,1,3,4,3,4,4
1192,2,2,3,3,2,2
1193,2,4,3,2,3,4
1194,2,3,4,4,4,3
1195,3,3,3,2,3,3
1196,3,3,3,4,3,3
1197,3,3,4,4,4,3
1198,2,4,5,4,4,4
1199,1,4,4,4,4,4
1200,2,3,3,2,3,3
1201,2,1,4,1,1,1
1202,2,3,4,4,4,4
1203,3,3,3,3,4,3
1204,3,4,3,3,4,4
1205,2,4,2,4,3,3
1206,3,3,5,4,3,4
1207,4,5,5,4,4,4
1208,2,2,5,1,3,2
1209,2,4,4,4,4,3
1210,3,2,4,2,3,3
1211,3,3,5,2,3,3
1212,3,3,4,3,4,3
1213,2,3,4,2,4,4
1214,2,4,2,1,1,1
1215,2,3,4,2,2,2
1216,3,4,5,4,4,4
1217,3,3,3,4,4,4
1218,2,3,3,3,4,4
1219,2,3,4,4,2,3
1220,2,3,4,4,3,4
1221,3,3,4,4,3,3
1222,3,4,5,4,4,4
1223,2,3,4,3,4,4
1224,2,3,3,5,3,4
1225,3,4,4,5,4,4
1226,2,3,3,3,3,4
1227,2,3,5,4,4,5
1228,3,4,2,2,3,2
1229,3,4,2,2,4,3
1230,3,3,2,3,3,2
1231,3,5,4,3,4,5
1232,3,4,3,2,4,3
1233,3,2,2,2,4,4
1234,3,3,5,4,4,4
1235,3,3,4,4,4,3
1236,3,3,2,3,3,3
1237,4,3,2,2,3,2
1238,3,4,5,4,4,4
1239,2,4,3,4,3,3
1240,3,4,2,3,4,2
1241,4,4,2,3,5,4
1242,4,2,5,3,3,4
1243,3,3,4,2,3,3
1244,2,4,4,4,4,5
1245,3,2,3,3,4,5
1246,3,3,4,4,2,4
1247,2,3,5,4,4,3
1248,2,3,3,3,4,3
1249,2,3,4,4,4,4
1250,2,3,3,4,4,4
1251,2,4,4,4,4,5
1252,3,3,3,4,4,3
1253,3,3,4,4,4,4
1254,3,3,4,4,4,4
1255,2,4,4,4,4,4
1256,2,1,4,2,3,4
1257,2,3,3,4,4,3
1258,3,4,2,3,4,4
1259,3,3,2,2,2,2
1260,3,4,3,3,3,3
1261,2,3,4,3,4,4
1262,3,4,4,4,4,4
1263,3,4,4,4,4,4
1264,3,3,5,4,4,3
1265,2,3,5,4,3,3
1266,3,3,4,2,4,4
1267,2,4,5,4,4,5
1268,3,4,3,3,3,3
1269,3,4,5,4,4,5
1270,3,5,2,2,2,4
1271,3,3,4,5,4,4
1272,3,3,3,4,4,3
1273,2,3,4,4,4,4
1274,2,3,4,4,4,3
1275,2,3,4,4,4,3
1276,2,3,4,4,4,4
1277,3,4,2,4,4,4
1278,2,4,4,4,2,3
1279,2,4,4,4,4,4
1280,2,3,2,3,2,2
1281,3,2,4,4,4,4
1282,2,4,3,1,4,4
1283,2,3,3,2,2,3
1284,3,4,4,3,4,4
1285,3,3,3,5,4,4
1286,3,3,3,3,3,4
1287,2,4,4,4,4,4
1288,4,5,4,4,4,5
1289,3,4,2,2,3,2
1290,3,2,3,2,3,3
1291,3,4,4,3,4,4
1292,3,4,4,3,4,4
1293,3,4,4,3,3,3
1294,3,4,4,3,4,4
1295,3,4,4,3,4,4
1296,3,3,3,2,3,2
1297,3,2,2,2,3,3
1298,2,3,3,3,2,2
1299,3,3,3,3,3,2
1300,2,4,4,3,4,4
1301,3,4,4,4,4,4
1302,3,4,4,4,4,4
1303,2,4,4,3,4,4
1304,3,4,3,4,3,3
1305,3,5,3,3,4,3
1306,3,4,3,4,3,4
1307,3,2,4,3,4,3
1308,2,3,2,2,1,1
1309,4,4,3,3,4,2
1310,2,4,4,4,3,3
1311,3,4,4,4,4,4
1312,3,3,2,3,3,3
1313,3,3,4,3,4,3
1314,1,3,4,4,4,3
1315,3,4,3,3,4,3
1316,3,3,4,3,3,4
1317,4,3,4,3,4,3
1318,2,3,2,1,2,3
1319,3,5,4,3,4,5
1320,2,4,3,2,3,3
1321,3,3,5,4,4,4
1322,3,3,4,2,3,2
1323,3,3,4,4,4,4
1324,3,5,5,3,4,3
1325,3,3,5,2,3,2
1326,2,2,2,2,2,2
1327,3,5,4,4,4,3
1328,3,3,3,4,4,4
1329,3,5,4,4,5,4
1330,3,3,2,4,4,4
1331,4,4,3,4,4,3
1332,3,3,5,4,3,4
1333,3,4,3,4,4,3
1334,3,3,3,3,3,3
1335,2,3,3,4,4,3
1336,3,4,2,3,4,3
1337,3,4,2,5,5,5
1338,3,4,3,3,3,3
1339,3,4,3,4,3,4
1340,4,4,5,5,5,5
1341,3,4,3,3,4,4
1342,3,4,4,4,3,4
1343,3,4,2,3,3,2
1344,3,4,4,5,4,4
1345,3,3,2,3,4,3
1346,3,4,5,4,5,5
1347,3,3,5,1,3,2
1348,2,3,3,5,4,3
1349,3,3,2,2,4,4
1350,3,4,3,4,3,4
1351,2,4,2,3,4,3
1352,3,4,2,3,3,2
1353,2,4,4,3,4,4
1354,3,4,5,4,4,4
1355,4,5,4,4,4,4
1356,2,3,3,3,3,4
1357,3,3,5,3,3,3
1358,3,3,4,4,4,3
1359,2,2,2,3,4,3
1360,3,4,3,3,3,3
1361,3,3,4,4,4,3
1362,2,3,3,3,3,3
1363,2,4,3,3,3,4
1364,2,5,3,4,4,3
1365,3,3,2,2,2,2
1366,3,4,5,2,4,3
1367,3,3,2,2,2,2
1368,3,3,3,2,3,2
1369,2,4,4,3,4,3
1370,2,3,2,3,2,1
1371,3,3,3,2,2,2
1372,2,3,2,2,2,2
1373,2,4,5,5,4,4
1374,3,3,4,2,2,2
1375,2,3,3,4,4,4
1376,3,3,1,4,4,4
1377,2,4,4,3,2,3
1378,2,4,3,3,2,3
1379,2,3,3,3,4,4
1380,2,3,4,4,4,3
1381,3,3,2,5,4,4
1382,2,3,5,5,3,4
1383,4,3,3,2,3,3
1384,3,3,4,2,3,3
1385,1,4,2,3,4,4
1386,3,3,3,4,4,5
1387,3,3,4,3,4,4
1388,3,3,3,3,4,4
1389,3,3,4,3,3,4
1390,3,4,5,2,3,3
1391,3,3,4,3,4,4
1392,3,4,4,3,3,3
1393,2,3,4,4,5,4
1394,2,3,4,4,4,5
1395,2,4,3,2,3,4
1396,2,3,3,2,2,2
1397,4,4,5,4,5,5
1398,3,3,3,3,4,4
1399,2,3,2,2,3,4
1400,3,3,4,5,4,4
1401,3,3,5,3,3,4
1402,2,3,4,4,4,4
1403,3,3,4,4,4,4
1404,2,1,3,4,2,3
1405,2,4,3,3,4,3
1406,3,2,3,3,3,3
1407,2,3,2,4,4,4
1408,2,2,3,4,3,3
1409,2,3,3,3,3,3
1410,4,1,2,4,4,5
1411,3,3,2,2,2,3
1412,4,4,5,4,5,5
1413,1,5,4,4,5,5
1414,3,4,4,3,4,4
1415,3,2,3,2,2,3
1416,3,4,4,3,4,3
1417,2,3,4,4,4,3
1418,1,3,4,4,3,3
1419,1,3,2,5,4,3
1420,2,4,2,2,5,2
1421,3,3,3,2,3,3
1422,3,3,4,4,3,4
1423,3,4,4,3,4,3
1424,2,4,4,4,4,4
1425,2,3,3,2,2,2
1426,3,3,3,5,4,3
1427,3,3,1,5,4,4
1428,2,3,4,4,4,4
1429,3,3,3,3,3,3
1430,2,3,4,3,3,3
1431,2,4,4,2,2,3
1432,2,4,3,2,2,2
1433,2,5,4,4,4,4
1434,2,4,1,4,5,5
1435,3,4,4,4,4,3
1436,3,4,4,5,3,2
1437,3,3,4,4,3,4
1438,3,4,4,3,4,4
1439,3,3,4,3,3,3
1440,3,3,3,2,2,2
1441,3,2,5,2,1,1
1442,2,3,3,2,2,2
1443,2,4,4,4,4,3
1444,3,3,4,3,4,3
1445,2,4,4,4,5,4
1446,1,3,3,3,3,2
1447,3,3,4,2,2,2
1448,2,3,4,4,3,4
1449,3,4,3,4,4,4
1450,3,3,4,2,2,2
1451,2,3,4,4,3,4
1452,2,3,2,2,2,3
1453,2,3,3,2,2,2
1454,2,3,3,3,3,3
1455,2,3,2,2,2,2
1456,3,3,3,3,4,4
1457,3,4,4,4,3,4
1458,3,3,4,3,3,3
1459,3,3,3,2,2,2
1460,3,3,3,4,4,3
1461,2,3,4,3,3,4
1462,2,3,3,3,3,3
1463,3,3,2,3,3,3
1464,3,3,4,4,4,4
1465,3,3,3,1,3,2
1466,2,4,3,4,2,2
1467,2,3,3,4,3,4
1468,3,3,4,2,4,4
1469,3,3,4,4,4,4
1470,2,4,4,4,4,4
1471,3,4,4,4,3,3
1472,3,3,3,1,2,2
1473,2,3,3,4,4,4
1474,3,4,5,4,4,4
1475,2,3,3,4,4,3
1476,4,4,5,4,4,5
1477,3,3,5,1,3,1
1478,3,3,3,4,3,3
1479,2,2,3,4,4,4
1480,2,5,4,5,3,4
1481,1,3,3,5,3,3
1482,3,2,3,4,3,3
1483,3,2,4,3,3,4
1484,3,4,4,3,4,3
1485,2,3,3,4,4,4
1486,2,3,2,4,4,4
1487,3,3,3,2,3,3
1488,2,4,3,3,3,3
1489,3,3,3,4,4,4
1490,3,3,3,3,4,4
1491,2,3,4,4,4,4
1492,3,5,4,5,3,4
1493,2,4,4,4,4,3
1494,3,4,3,3,5,4
1495,1,4,3,4,3,4
1496,4,4,1,3,4,5
1497,3,5,1,4,5,4
1498,3,4,3,2,4,3
1499,3,4,3,2,4,3
1500,3,4,3,3,4,3
1501,2,4,3,3,4,3
1502,3,4,2,3,3,4
1503,2,4,2,2,4,2
1504,3,4,2,3,4,4
1505,3,4,4,4,4,4
1506,2,2,2,2,3,2
1507,3,2,4,4,3,3
1508,3,3,2,2,3,2
1509,3,4,4,5,4,5
1510,2,4,5,4,3,3
1511,2,4,3,4,4,4
1512,2,3,3,1,4,2
1513,3,5,4,5,4,4
1514,3,3,4,3,4,4
1515,3,3,2,4,4,3
1516,3,2,4,3,3,3
1517,2,4,4,4,5,4
1518,2,4,2,4,4,4
1519,3,3,4,4,4,5
1520,3,4,4,4,3,3
1521,3,3,4,3,2,3
1522,3,4,5,3,3,4
1523,3,4,4,4,4,3
1524,3,2,3,2,3,2
1525,2,4,4,4,4,4
1526,3,4,4,4,5,5
1527,2,3,4,4,4,4
1528,3,3,4,4,4,3
1529,2,3,4,4,4,4
1530,2,4,4,2,3,2
1531,2,3,4,2,2,2
1532,3,4,3,4,4,4
1533,3,4,3,2,3,2
1534,3,3,3,3,4,2
1535,3,3,3,3,3,3
1536,3,5,2,2,4,3
1537,3,5,5,4,4,4
1538,3,4,3,3,3,2
1539,3,4,3,4,4,4
1540,3,1,3,3,3,4
1541,2,4,4,3,3,3
1542,3,5,3,5,5,5
1543,3,4,2,3,3,4
1544,3,3,3,3,4,4
1545,3,3,3,3,4,4
1546,3,3,4,4,4,4
1547,3,4,5,4,4,4
1548,3,3,3,3,3,4
1549,4,4,4,2,3,2
1550,2,3,5,2,2,3
1551,3,3,3,3,3,3
1552,3,4,3,3,3,3
1553,3,4,5,2,4,4
1554,3,3,4,3,3,4
1555,3,3,4,4,4,3
1556,3,3,2,3,4,3
1557,3,3,5,3,2,3
1558,3,3,2,2,2,2
1559,3,4,3,3,3,2
1560,3,3,1,3,4,4
1561,2,3,2,2,4,3
1562,3,3,4,4,5,4
1563,3,4,3,3,3,4
1564,2,3,4,3,4,4
1565,3,4,3,4,4,4
1566,2,4,4,4,4,3
1567,3,4,5,3,3,3
1568,3,2,4,2,4,3
1569,2,3,5,2,3,4
1570,3,4,4,4,4,4
1571,2,4,3,1,5,4
1572,2,3,2,3,2,2
1573,3,3,4,4,4,4
1574,1,4,4,4,4,5
1575,3,3,3,4,3,4
1576,3,3,4,4,4,4
1577,3,4,4,4,4,4
1578,3,4,4,4,4,3
1579,3,4,3,3,4,3
1580,3,4,4,3,5,4
1581,2,4,4,4,4,5
1582,2,3,3,5,4,3
1583,3,3,2,3,4,4
1584,3,4,3,3,4,4
1585,3,4,5,4,4,4
1586,3,4,4,4,5,4
1587,3,4,3,5,4,3
1588,2,1,4,1,3,3
1589,1,4,3,5,4,3
1590,3,4,4,5,4,5
1591,3,4,5,4,3,4
1592,3,5,3,4,5,5
1593,3,4,3,2,4,5
1594,3,3,4,3,3,4
1595,3,4,3,3,5,4
1596,2,3,2,4,4,3
1597,3,5,2,3,4,3
1598,3,3,1,4,4,3
1599,2,3,5,4,4,4
1600,3,4,5,4,4,4
1601,2,3,4,4,4,4
1602,3,4,4,4,4,5
1603,2,4,5,5,4,4
1604,3,3,5,4,4,5
1605,1,4,3,2,3,2
1606,3,4,5,4,4,4
1607,2,1,3,2,1,2
1608,3,3,3,3,3,3
1609,2,3,1,1,2,2
1610,3,4,4,5,4,5
1611,3,3,3,2,3,2
1612,2,4,4,2,3,3
1613,3,3,3,3,4,3
1614,2,4,4,2,3,3
1615,2,3,4,3,4,4
1616,2,4,4,5,4,4
1617,2,4,3,4,4,3
1618,2,3,2,3,3,3
1619,1,1,2,1,1,2
1620,3,5,4,3,2,2
1621,3,3,4,4,4,4
1622,2,3,2,3,3,3
1623,3,4,3,4,4,4
1624,3,4,3,4,4,4
1625,3,5,2,3,5,4
1626,3,3,2,4,4,3
1627,3,3,4,4,2,3
1628,3,4,4,3,3,3
1629,3,4,4,4,4,4
1630,3,4,5,3,3,4
1631,3,4,2,4,4,4
1632,4,5,5,5,5,5
1633,2,3,3,3,2,2
1634,2,5,4,3,4,4
1635,3,4,4,4,4,3
1636,3,3,3,4,3,3
1637,2,4,4,4,4,4
1638,2,4,3,4,3,4
1639,3,5,2,2,4,4
1640,2,3,4,3,3,3
1641,3,5,1,3,4,3
1642,3,3,3,3,4,4
1643,3,4,3,4,4,4
1644,1,5,5,4,4,3
1645,3,4,4,3,4,3
1646,2,3,3,1,3,3
1647,3,3,4,4,4,3
1648,3,4,2,3,4,4
1649,3,3,4,4,4,3
1650,3,4,4,4,4,4
1651,3,4,5,4,4,5
1652,2,4,4,3,3,4
1653,3,3,3,4,4,3
1654,2,3,2,3,3,3
1655,2,3,3,4,4,3
1656,3,3,4,4,4,4
1657,3,4,5,2,3,4
1658,2,3,4,4,4,4
1659,2,4,4,4,4,4
1660,3,4,4,3,4,3
1661,3,4,3,3,3,4
1662,2,4,4,3,3,4
1663,2,4,4,3,3,3
1664,2,4,4,3,3,4
1665,2,4,4,3,3,3
1666,2,4,2,4,4,3
1667,3,4,2,4,4,4
1668,2,4,2,4,4,4
1669,3,3,4,3,2,4
1670,3,3,1,4,3,4
1671,3,3,2,2,3,3
1672,3,4,4,4,4,4
1673,4,3,5,3,5,5
1674,2,3,2,2,2,2
1675,3,4,2,5,4,5
1676,3,4,4,4,4,3
1677,3,4,4,3,4,4
1678,2,3,2,4,3,4
1679,2,3,3,3,3,3
1680,3,3,4,3,3,3
1681,3,4,4,4,4,3
1682,2,3,4,2,3,3
1683,3,3,3,3,3,4
1684,3,3,3,3,3,4
1685,3,4,4,4,3,4
1686,3,4,4,4,4,3
1687,3,4,4,4,4,5
1688,3,4,5,4,5,5
1689,3,4,4,3,4,4
1690,3,3,3,4,4,3
1691,3,4,2,5,4,4
1692,3,4,2,4,3,3
1693,2,3,4,4,3,3
1694,3,3,3,4,4,4
1695,3,3,4,4,4,4
1696,1,4,3,3,4,4
1697,4,4,4,5,5,5
1698,3,3,5,4,4,4
1699,3,2,3,2,2,2
1700,2,3,4,3,3,3
1701,2,3,3,3,2,3
1702,3,3,3,4,5,5
1703,3,3,5,3,4,4
1704,3,4,4,4,4,4
1705,3,3,4,4,5,4
1706,3,3,3,3,4,3
1707,3,5,3,4,4,5
1708,2,5,4,4,4,5
1709,3,4,4,4,5,4
1710,2,4,5,5,4,4
1711,2,4,4,4,5,4
1712,2,3,4,2,3,4
1713,3,4,5,4,4,5
1714,2,3,4,4,4,4
1715,3,4,4,4,4,4
1716,2,4,5,4,3,4
1717,3,4,2,3,4,4
1718,3,3,3,3,3,3
1719,4,4,3,1,3,4
1720,2,3,3,2,3,3
1721,3,4,4,3,4,3
1722,3,4,2,4,4,4
1723,2,4,4,5,4,4
1724,2,5,5,5,5,5
1725,3,4,5,4,4,3
1726,2,4,5,4,5,5
1727,3,3,3,3,4,4
1728,3,4,5,4,4,4
1729,3,4,2,3,4,4
1730,2,5,2,3,4,4
1731,3,4,1,2,5,4
1732,3,4,4,3,3,3
1733,2,4,4,3,4,3
1734,3,3,4,3,3,3
1735,2,4,5,4,4,4
1736,1,3,4,4,3,2
1737,3,4,3,4,4,4
1738,3,4,4,4,4,4
1739,3,3,5,4,4,4
1740,1,5,4,3,2,4
1741,4,5,3,4,4,4
1742,3,4,3,1,3,3
1743,2,4,2,3,3,3
1744,3,4,3,4,4,4
1745,2,3,3,3,3,4
1746,2,4,5,3,3,4
1747,2,3,2,4,4,4
1748,3,3,4,2,1,1
1749,3,4,3,4,4,3
1750,2,2,5,5,3,4
1751,3,3,3,2,4,4
1752,3,5,5,4,4,5
1753,3,2,3,3,4,3
1754,3,4,2,4,3,3
1755,2,4,3,5,5,5
1756,1,3,3,5,4,3
1757,1,2,5,4,5,3
1758,2,3,4,4,5,5
1759,2,4,5,3,4,4
1760,3,4,3,4,4,4
1761,3,4,3,3,4,3
1762,3,3,2,4,4,3
1763,2,3,4,2,3,4
1764,3,4,4,4,4,5
1765,3,3,4,4,5,4
1766,2,4,5,5,5,5
1767,2,4,4,2,3,2
1768,3,3,5,5,4,4
1769,3,4,2,4,3,4
1770,2,3,3,1,2,3
1771,2,4,2,4,4,3
1772,3,3,3,3,3,3
1773,3,4,3,5,4,5
1774,4,1,2,3,4,3
1775,4,4,5,3,4,5
1776,3,3,2,3,4,3
1777,3,3,4,4,4,4
1778,3,4,3,4,4,4
1779,3,5,2,5,4,4
1780,2,4,3,3,3,3
1781,2,3,3,4,3,4
1782,2,4,4,4,4,4
1783,3,4,2,5,4,4
1784,3,5,5,5,5,5
1785,4,4,5,2,3,5
1786,4,4,5,2,3,5
1787,3,5,4,5,4,4
1788,3,3,3,3,4,3
1789,2,3,2,3,2,2
1790,2,2,3,2,2,2
1791,2,2,2,2,2,2
1792,2,3,3,3,4,3
1793,3,4,3,3,3,3
1794,2,3,2,3,3,3
1795,3,3,3,4,4,3
1796,3,5,4,5,4,4
1797,3,4,3,4,4,4
1798,3,3,3,3,4,4
1799,2,3,3,4,3,4
1800,2,3,3,3,3,3
1801,3,3,4,3,4,4
1802,3,3,3,2,2,3
1803,3,1,3,4,3,4
1804,2,4,4,5,5,4
1805,3,4,3,4,4,4
1806,2,3,4,2,3,4
1807,3,4,5,4,4,4
1808,2,3,4,3,4,4
1809,3,3,5,3,3,3
1810,3,3,5,2,3,3
1811,2,4,3,1,2,3
1812,2,3,5,4,3,4
1813,3,3,3,3,4,4
1814,2,4,5,4,4,4
1815,2,4,5,3,3,3
1816,3,4,5,4,4,5
1817,2,3,2,2,3,2
1818,2,4,3,2,2,2
1819,2,4,3,4,3,4
1820,3,3,4,4,4,3
1821,2,4,5,4,4,4
1822,3,4,4,3,4,4
1823,3,3,4,3,3,3
1824,2,4,3,4,4,3
1825,3,4,4,3,3,3
1826,2,4,2,3,3,4
1827,2,3,5,5,5,5
1828,3,3,3,4,3,3
1829,2,4,5,4,4,4
1830,2,4,4,3,3,3
1831,2,3,5,3,5,4
1832,2,4,3,3,4,4
1833,2,4,4,3,4,4
1834,3,4,5,4,4,3
1835,3,3,2,3,2,2
1836,3,4,4,4,3,3
1837,3,4,5,3,4,3
1838,3,4,5,3,4,4
1839,3,4,5,3,4,4
1840,2,5,4,3,5,3
1841,2,5,1,2,3,3
1842,3,3,3,4,4,4
1843,3,3,4,3,3,3
1844,3,3,4,3,3,4
1845,1,3,3,3,3,3
1846,2,4,3,2,3,2
1847,3,4,4,3,2,2
1848,3,5,2,3,5,4
1849,3,5,2,3,4,4
1850,4,4,4,3,4,3
1851,3,3,4,4,4,4
1852,2,4,3,3,3,3
1853,3,4,5,3,4,3
1854,3,5,4,3,4,4
1855,2,5,4,3,4,4
1856,3,5,3,5,5,5
1857,3,4,5,5,5,5
1858,2,3,3,3,3,3
1859,1,4,4,2,2,1
1860,3,4,4,4,4,3
1861,3,4,4,4,4,3
1862,3,5,4,4,4,4
1863,3,4,5,4,4,4
1864,3,4,4,5,5,4
1865,2,4,4,3,3,4
1866,3,4,4,3,3,3
1867,3,3,4,4,3,4
1868,3,4,3,4,3,4
1869,3,3,3,4,4,5
1870,3,3,3,3,4,4
1871,3,3,3,4,3,3
1872,3,4,2,4,4,4
1873,3,3,5,4,3,4
1874,2,5,3,3,5,4
1875,3,5,3,4,5,4
1876,4,5,4,3,4,5
1877,2,5,1,2,4,4
1878,3,3,2,3,3,3
1879,3,3,5,4,3,4
1880,3,3,5,5,4,3
1881,3,3,3,3,3,3
1882,2,4,3,4,4,4
1883,2,4,3,4,3,4
1884,2,4,3,4,4,2
1885,3,4,5,3,3,4
1886,2,3,4,2,3,4
1887,2,3,5,4,3,4
1888,2,4,3,4,4,4
1889,2,4,3,3,3,4
1890,3,5,2,4,5,4
1891,3,5,5,3,3,4
1892,3,4,4,4,4,3
1893,4,3,5,3,4,3
1894,2,3,2,2,3,2
1895,1,3,4,4,3,3
1896,3,3,5,3,4,4
1897,3,3,3,3,4,3
1898,3,3,4,4,4,5
1899,3,3,3,3,3,4
1900,3,4,3,3,3,3
1901,3,4,4,4,4,5
1902,3,3,3,3,3,3
1903,3,4,3,3,4,3
1904,3,4,4,4,4,3
1905,3,4,4,4,4,5
1906,2,1,3,3,3,2
1907,2,2,3,3,2,2
1908,3,3,3,3,3,3
1909,3,3,2,2,2,2
1910,3,3,2,3,3,3
1911,3,4,3,4,4,5
1912,3,3,2,3,4,3
1913,3,3,3,3,4,3
1914,3,3,2,3,4,3
1915,3,3,3,2,4,3
1916,3,3,2,3,4,3
1917,3,3,2,3,4,3
