,시설명,공연장수,총객석수,공연장명,객석수,시설특성,개관연도,지역,Unnamed: 8,주소
1536,우리옛돌박물관,1.0,0.0,우리옛돌박물관,0,기타(비공연장),0.0,서울,성북구,서울특별시 성북구 대사관로13길 66(성북동)
1537,우미관극장(서울코미디클럽),1.0,0.0,우미관극장(서울코미디클럽),0,민간(대학로 외),0.0,서울,종로구,서울특별시 종로구 종로14길 4(관철동)
1541,우정아트센터,1.0,0.0,우정아트센터,0,기타(비공연장),0.0,서울,중구,서울특별시 중구 세종대로 55 (태평로2가)
1545,울림과 퍼짐,1.0,0.0,울림과 퍼짐,0,민간(대학로 외),0.0,서울,종로구,서울특별시 종로구 자하문로24길 12(효자동)
1559,원더러스트에이앤씨 (Wonderlust A&C),1.0,0.0,원더러스트에이앤씨 (Wonderlust A&C),0,민간(대학로),0.0,서울,종로구,서울특별시 종로구 낙산길 19 (동숭동)
1568,원패스아트홀,1.0,200.0,원패스아트홀,200,민간(대학로),2018.0,서울,종로구,서울특별시 종로구 대학로12길 15 (동숭동)
1569,월드케이팝센터,1.0,0.0,글래스홀,0,민간(대학로 외),0.0,서울,중구,서울특별시 중구 장충단로 72(장충동2가)
1570,월서울 (wall.seoul),1.0,110.0,월서울 (wall.seoul),110,기타(비공연장),2018.0,서울,성동구,서울특별시 성동구 성수이로 65 (성수동2가)
1573,웨스트브릿지 라이브홀,1.0,150.0,웨스트브릿지 라이브홀,150,민간(대학로 외),2015.0,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
1574,위워크 광화문,1.0,100.0,위워크 광화문,100,민간(대학로 외),2018.0,서울,종로구,서울특별시 종로구 종로1길 50 (중학동)
1575,위코 스튜디오,1.0,0.0,위코 스튜디오,0,기타(비공연장),0.0,서울,영등포구,서울특별시 영등포구 양산로 91(당산동3가)
1576,윈씨어터(구. 대학로갈갈이홀),1.0,168.0,윈씨어터(구. 대학로갈갈이홀),168,민간(대학로),2004.0,서울,종로구,서울특별시 종로구 대학로8가길 111 (동숭동)
1577,유나이티드 컬쳐센터 & 갤러리,1.0,200.0,갤러리(음악홀),200,기타(비공연장),0.0,서울,강남구,서울특별시 강남구 강남대로102길 41 (역삼동) 
1578,유니버설아트센터,1.0,1084.0,유니버설아트센터,1084,민간(대학로 외),1981.0,서울,광진구,서울특별시 광진구 천호대로 664 (능동)
1579,유니언타운,1.0,150.0,유니언 마루 루프탑 라운지,150,기타(비공연장),2017.0,서울,영등포구,서울특별시 영등포구 당산로 241 (당산동6가)
1580,유니플렉스,3.0,1100.0,"1관(대극장)
2관(중극장)
3관(소극장)","600
300
200",민간(대학로),2013.0,서울,종로구,서울특별시 종로구 대학로12길 64 (동숭동)
1584,유시어터,1.0,229.0,유시어터,229,민간(대학로 외),1999.0,서울,강남구,서울특별시 강남구 도산대로58길 16 (청담동)
1586,유영공간,1.0,0.0,유영공간,0,기타(비공연장),0.0,서울,성북구,서울특별시 성북구 성북로16가길 1(성북동)
1587,윤당아트홀,2.0,410.0,"1관
2관","260
150",민간(대학로 외),2009.0,서울,강남구,서울특별시 강남구 언주로 844 (신사동)
1588,윤보선 고택,1.0,150.0,윤보선 고택,150,기타(비공연장),0.0,서울,종로구,서울특별시 종로구 윤보선길 62 (안국동) 
1591,윤형빈소극장 [홍대],1.0,161.0,윤형빈소극장 [홍대],161,민간(대학로 외),2015.0,서울,마포구,서울특별시 마포구 와우산로21길 29 (서교동)
1593,은평문화예술회관,2.0,1051.0,"공연장
숲속극장","701
350",공공(문예회관),1996.0,서울,은평구,서울특별시 은평구 녹번로 16 (녹번동)
1595,을지공간,1.0,45.0,을지공간,45,민간(대학로 외),2018.0,서울,중구,서울특별시 중구 창경궁로5길 5 (을지로4가)
1597,음악공간 중력장,1.0,0.0,중력장,0,민간(대학로 외),0.0,서울,동작구,서울특별시 동작구 현충로 104(흑석동)
1599,음악플러스 아트홀,1.0,50.0,음악플러스 아트홀,50,민간(대학로 외),0.0,서울,서초구,서울특별시 서초구 남부순환로317길 82-4(서초동)
1605,의외의 조합,1.0,0.0,의외의 조합,0,기타(비공연장),0.0,서울,중구,서울특별시 중구 동호로17길 121 (신당동) 
1613,이수스타홀,1.0,0.0,이수스타홀,0,민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로12길 10(동숭동)
1615,이수아트홀 [대학로] (폐관),1.0,204.0,이수아트홀 [대학로] (폐관),204,민간(대학로),2013.0,서울,종로구,서울특별시 종로구 이화장길 58 (이화동)
1616,이어령 예술극장 (구. 석관동 예술극장),1.0,0.0,이어령 예술극장 (구. 석관동 예술극장),0,민간(대학로 외),0.0,서울,성북구,서울특별시 성북구 화랑로32길 146-37(석관동)
1617,이웃집마녀,1.0,10.0,이웃집마녀,10,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 동교로34길 6 (연남동)
1621,이태원 해밀톤 호텔,2.0,0.0,"이태원 해밀톤 호텔
B1 라운지클럽","0
0",민간(대학로 외),0.0,서울,용산구,서울특별시 용산구 이태원로 179(이태원동)
1623,이화여고 100주년 기념관,1.0,433.0,이화여고 100주년 기념관,433,민간(대학로 외),2004.0,서울,중구,서울특별시 중구 정동길 26 (정동)
1624,이화여자대학교 김영의홀,1.0,380.0,이화여자대학교 김영의홀,380,민간(대학로 외),1981.0,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동)
1625,이화여자대학교 대강당,1.0,2900.0,이화여자대학교 대강당,2900,민간(대학로 외),1956.0,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동) 
1626,이화여자대학교 리사이틀홀,1.0,200.0,이화여자대학교 리사이틀홀,200,민간(대학로 외),0.0,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동)
1627,이화여자대학교 삼성홀,1.0,708.0,이화여자대학교 삼성홀,708,민간(대학로 외),2010.0,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동)
1630,익스트림씨어터 3관,1.0,130.0,익스트림씨어터 3관,130,민간(대학로),2012.0,서울,종로구,서울특별시 종로구 창경궁로 227 (명륜4가)
1631,인디아트홀 공,1.0,100.0,인디아트홀 공,100,민간(대학로 외),2013.0,서울,영등포구,서울특별시 영등포구 선유서로30길 30 (양평동1가)
1654,일상비일상의틈,1.0,0.0,일상비일상의틈,0,기타(비공연장),0.0,서울,강남구,서울특별시 강남구 강남대로 426 (역삼동)
1655,일신홀,1.0,189.0,일신홀,189,민간(대학로 외),2009.0,서울,용산구,서울특별시 용산구 한남대로 98 (한남동)
1656,일지아트홀,1.0,240.0,일지아트홀,240,민간(대학로 외),2011.0,서울,강남구,서울특별시 강남구 선릉로 806 (청담동) 킹콩빌딩 지하2층
1660,자양스테이션(파리뮤직포럼),1.0,50.0,자양스테이션(파리뮤직포럼),50,기타(비공연장),2019.0,서울,광진구,서울특별시 광진구 자양로11길 18 (자양동)
1663,작은극장 광야(구. 대학로예술극장 3관) (폐관),1.0,30.0,작은극장 광야(구. 대학로예술극장 3관) (폐관),30,민간(대학로),2017.0,서울,종로구,서울특별시 종로구 이화장길 100 (동숭동) 쇳대박물관 지하1층
1666,작은극장 어린,1.0,65.0,작은극장 어린,65,민간(대학로 외),2009.0,서울,은평구,서울특별시 은평구 통일로 684 (녹번동)
1668,잠실종합운동장,8.0,81813.0,"FB빅탑시어터
실내체육관
특설링
보조경기장
주경기장
로열씨어터
서문주차장
빅탑","500
11,032
0
1,782
65,599
500
0
2,400",공공(기타),1984.0,서울,송파구,서울특별시 송파구 올림픽로 25 (잠실동)
1669,잠실학생체육관,1.0,5400.0,본관,5400,공공(기타),1977.0,서울,송파구,서울특별시 송파구 올림픽로 25 (잠실동)
1671,장로회신학대학교 세계교회협력센터,1.0,352.0,국제회의장,352,민간(대학로 외),0.0,서울,광진구,서울특별시 광진구 광장로5길 25-1(광장동)
1675,장충체육관,1.0,4507.0,장충체육관,4507,공공(기타),1963.0,서울,중구,서울특별시 중구 동호로 241 (장충동2가) 
1678,재단법인 기지,1.0,0.0,재단법인 기지,0,기타(비공연장),2019.0,서울,서대문구,서울특별시 서대문구 연희로24길 9-2(연희동)
1679,재머스(JAMMERS),1.0,0.0,재머스(JAMMERS),0,민간(대학로 외),1996.0,서울,마포구,서울특별시 마포구 와우산로 120(창전동)
1681,재즈클럽 그루브,1.0,70.0,재즈클럽 그루브,70,민간(대학로 외),2006.0,서울,서초구,서울특별시 서초구 신반포로47길 52 (잠원동)
1697,전태일기념관,1.0,62.0,울림터,62,공공(기타),2019.0,서울,종로구,서울특별시 종로구 청계천로 105 (관수동)
1698,전통공연창작마루 광무대,1.0,0.0,전통공연창작마루 광무대,0,민간(대학로 외),2020.0,서울,종로구,서울특별시 종로구 종로 272(종로6가)
1700,"정극장 (구. M시어터, 구.하모니아트홀)",1.0,120.0,"정극장 (구. M시어터, 구.하모니아트홀)",120,민간(대학로),2012.0,서울,종로구,서울특별시 종로구 대학로12길 69 (동숭동)
1701,정동1928아트센터,1.0,150.0,이벤트홀,150,민간(대학로 외),2019.0,서울,중구,서울특별시 중구 덕수궁길 130 (정동)
1702,정보소극장,1.0,108.0,정보소극장,108,민간(대학로),1993.0,서울,종로구,서울특별시 종로구 대학로12길 38 (동숭동)
1710,정태호소극장 comedy maker,1.0,100.0,정태호소극장 comedy maker,100,민간(대학로 외),2016.0,서울,마포구,서울특별시 마포구 어울마당로 94-8 (서교동)
1711,정효아트센터,1.0,100.0,음악당,100,민간(대학로 외),2015.0,서울,서초구,서울특별시 서초구 사임당로18길 52-2 (서초동) 
1712,제1 서울창의예술교육센터,1.0,180.0,하늘공연장,180,공공(기타),2014.0,서울,은평구,서울특별시 은평구 가좌로 208 (응암동)
1716,제이엘 씨어터,1.0,130.0,제이엘 씨어터,130,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 어울마당로 94-8(서교동)
1717,제일라아트홀,1.0,250.0,제일라아트홀,250,민간(대학로 외),2014.0,서울,마포구,서울특별시 마포구 월드컵북로 323 (상암동)
1743,졸탄극장,1.0,179.0,졸탄극장,179,민간(대학로),0.0,서울,종로구,서울특별시 종로구 이화장길 58 (이화동)
1744,종로구민회관,1.0,440.0,강당,440,공공(문예회관),2000.0,서울,종로구,서울특별시 종로구 지봉로5길 7-5 (창신동)
1745,종로아이들극장,1.0,281.0,종로아이들극장,281,공공(기타),2016.0,서울,종로구,서울특별시 종로구 성균관로 91 - 0 국민생활관
1746,종로여가,1.0,0.0,종로여가,0,기타(비공연장),0.0,서울,종로구,서울특별시 종로구 창신길 55(창신동)
1747,종로예술극장,1.0,22.0,종로예술극장,22,민간(대학로 외),2011.0,서울,종로구,서울특별시 종로구 동호로 406-2 (종로5가)
1749,주말극장,1.0,0.0,주말극장,0,민간(대학로 외),0.0,서울,영등포구,서울특별시 영등포구 도림로126길 1(문래동3가)
1753,중랑구민회관,2.0,614.0,"대공연장
소공연장","494
120",공공(기타),1994.0,서울,중랑구,서울특별시 중랑구 면목로 238 (면목동)
1755,중앙대학교 공연예술원,1.0,130.0,스튜디오시어터,130,민간(대학로),2002.0,서울,종로구,서울특별시 종로구 이화장길 86-8 (동숭동)
1756,중앙대학교 아트센터,2.0,595.0,"대극장(중앙아트홀)
소극장(100주년기념관 대신홀)","491
104",민간(대학로 외),1999.0,서울,동작구,서울특별시 동작구 흑석로 84 (흑석동)
1757,중앙성결교회,1.0,0.0,중앙성결교회,0,기타(비공연장),0.0,서울,종로구,서울특별시 종로구 충신길 22 (종로6가)
1765,지블레싱소극장,1.0,0.0,지블레싱소극장,0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 신촌로14길 24(노고산동)
1766,지식방앗간 B밀,1.0,0.0,지식방앗간 B밀,0,민간(대학로 외),0.0,서울,중구,서울특별시 중구 퇴계로18길 77(남산동2가)
1767,지인시어터(구. 알과핵소극장),1.0,176.0,지인시어터(구. 알과핵소극장),176,민간(대학로),1998.0,서울,종로구,서울특별시 종로구 동숭길 25 (동숭동)
1768,지즐소극장,1.0,84.0,지즐소극장,84,민간(대학로),2007.0,서울,종로구,서울특별시 종로구 성균관로4길 42 (명륜2가)
1769,진건아트홀,1.0,70.0,진건아트홀,70,민간(대학로),2014.0,서울,종로구,서울특별시 종로구 대학로11길 39 (명륜4가)
1784,창덕궁,1.0,0.0,창덕궁,0,국립,0.0,서울,종로구,서울특별시 종로구 율곡로 99(와룡동)
1785,창동극장,1.0,100.0,창동극장,100,민간(대학로 외),2014.0,서울,도봉구,서울특별시 도봉구 노해로 391 (창동)
1786,창동문화체육센터,1.0,188.0,공연장,188,공공(기타),2005.0,서울,도봉구,서울특별시 도봉구 노해로69길 132 (창동)
1792,창작플랫폼 경험과 상상,1.0,50.0,창작플랫폼 경험과 상상,50,민간(대학로 외),2017.0,서울,영등포구,서울특별시 영등포구 선유동2로 46 (당산동5가)
1794,창조소극장 (구. 민아트홀),1.0,100.0,창조소극장 (구. 민아트홀),100,민간(대학로),2018.0,서울,종로구,서울특별시 종로구 창경궁로 259 (명륜2가)
1809,청년극장 (구. 대학로 아트홀 1관 구. 서울문화예술대학교 대학로 극장),1.0,114.0,청년극장 (구. 대학로 아트홀 1관 구. 서울문화예술대학교 대학로 극장),114,민간(대학로),2010.0,서울,종로구,서울특별시 종로구 동숭길 47 (동숭동)
1810,청년예술청 SAPY,1.0,0.0,청년예술청 SAPY,0,민간(대학로 외),0.0,서울,서대문구,"서울특별시 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)"
1812,청담 예인아트홀,1.0,0.0,청담 예인아트홀,0,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 도산대로81길 45(청담동)
1813,청담 프리데카,1.0,0.0,청담 프리데카,0,기타(비공연장),0.0,서울,강남구,서울특별시 강남구 도산대로57길 8(청담동)
1819,청운예술극장(구. 글로브극장),1.0,110.0,청운예술극장(구. 글로브극장),110,민간(대학로),2004.0,서울,종로구,서울특별시 종로구 대학로 60 (연건동)
1828,초록씨어터,1.0,160.0,초록씨어터,160,민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로 128(동숭동)
1830,총신대학교 신관,1.0,453.0,콘서트홀,453,민간(대학로 외),2013.0,서울,동작구,서울특별시 동작구 사당로 143 (사당동)
1831,최순우 옛집,1.0,30.0,최순우 옛집,30,기타(비공연장),2004.0,서울,성북구,서울특별시 성북구 성북로15길 9 (성북동) 
1832,최일화 스튜디오,1.0,50.0,최일화 스튜디오,50,민간(대학로),2011.0,서울,종로구,서울특별시 종로구 이화장1길 24 (이화동)
1844,충동소극장,1.0,30.0,충동소극장,30,민간(대학로 외),0.0,서울,광진구,서울특별시 광진구 뚝섬로36길 49 (자양동)
1845,충무아트센터,4.0,1998.0,"소극장 블루
대공연장
중극장 블랙
컨벤션센터","218
1,255
325
200",공공(문예회관),2005.0,서울,중구,서울특별시 중구 퇴계로 387 (흥인동)
1856,카비네,1.0,10.0,카비네,10,기타(비공연장),0.0,서울,종로구,서울특별시 종로구 북촌로6길 30 (계동)
1861,카페 야카모즈,1.0,0.0,카페 야카모즈,0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 월드컵북로 88 (성산동)
1862,카페 어느새 봄,1.0,0.0,카페 어느새 봄,0,기타(비공연장),0.0,서울,서초구,서울특별시 서초구 강남대로2길 70 (양재동)
1863,카페 콘체르토,1.0,0.0,카페 콘체르토,0,기타(비공연장),2018.0,서울,강남구,서울특별시 강동구 명일로 167 (둔촌동)
1864,카페 포레스트,1.0,0.0,카페 포레스트,0,민간(대학로 외),0.0,서울,양천구,서울특별시 양천구 목동동로 33(신정동)
1866,카페극장 칸,1.0,20.0,카페극장 칸,20,민간(대학로 외),2014.0,서울,종로구,서울특별시 종로구 삼일대로32길 55 - 3
1870,컬쳐씨어터(구. 휴먼시어터),1.0,120.0,컬쳐씨어터(구. 휴먼시어터),120,민간(대학로),2016.0,서울,종로구,서울특별시 종로구 대학로8가길 80 (동숭동)
1871,컬쳐파크209,1.0,50.0,컬쳐파크209,50,민간(대학로 외),2019.0,서울,강남구,서울특별시 강남구 역삼로20길 9(역삼동)
1872,케이아트 디딤홀,1.0,120.0,케이아트 디딤홀,120,민간(대학로 외),2017.0,서울,마포구,서울특별시 마포구 와우산로18길 30 (서교동) 지층
1873,코델아트홀,1.0,120.0,코델아트홀,120,민간(대학로),2016.0,서울,종로구,서울특별시 종로구 동숭길 78 (동숭동) 지하1층
1874,코리아나호텔,1.0,0.0,다이아몬드 홀,0,기타(비공연장),1972.0,서울,중구,서울특별시 중구 세종대로 135(태평로1가)
1876,코리아블루스씨어터,1.0,50.0,코리아블루스씨어터,50,민간(대학로 외),0.0,서울,용산구,서울특별시 용산구 청파로45길 5 (청파동3가)
1877,코미디헤이븐,1.0,40.0,코미디헤이븐,40,민간(대학로 외),2018.0,서울,강남구,서울특별시 강남구 강남대로110길 19
1878,코사이어티,1.0,0.0,코사이어티,0,민간(대학로 외),0.0,서울,성동구,서울특별시 성동구 왕십리로 82-20 (성수동1가)
1879,코스모스아트홀,1.0,220.0,코스모스아트홀,220,민간(대학로 외),2006.0,서울,서초구,서울특별시 서초구 반포대로 27(서초동)
1880,코엑스,8.0,11534.0,"신한카드 아티움
아트홀
오디토리움
컨퍼런스룸(남)
K팝 광장(동문)
D홀
그랜드볼룸
Hall C","1,004
200
1,080
450
0
7,000
1,800
0",민간(대학로 외),2009.0,서울,강남구,서울특별시 강남구 영동대로 513 (삼성동)
1881,코쿤홀,1.0,80.0,코쿤홀,80,민간(대학로 외),2016.0,서울,중구,서울특별시 중구 퇴계로30길 15-1 (필동1가)
1884,콘텐츠박스(구. 르메이에르 씨어터),1.0,197.0,콘텐츠박스(구. 르메이에르 씨어터),197,민간(대학로),2006.0,서울,종로구,서울특별시 종로구 동숭길 55 (동숭동)
1885,콜드슬립(koldsleep),1.0,0.0,콜드슬립(koldsleep),0,민간(대학로 외),0.0,서울,강북구,서울특별시 강북구 인수봉로 301(수유동)
1886,콜링아트센터,1.0,0.0,콜링아트센터,0,기타(비공연장),0.0,서울,관악구,서울특별시 관악구 관악로14길 110 (봉천동)
1888,퀸라이브홀,1.0,100.0,퀸라이브홀,100,기타(비공연장),1999.0,서울,서대문구,서울특별시 서대문구 신촌역로 13 (대현동)
1889,큐씨어터(구. 수상한흥신소전용관),1.0,250.0,큐씨어터(구. 수상한흥신소전용관),250,민간(대학로),2016.0,서울,종로구,서울특별시 종로구 대학로8가길 79 (동숭동)
1890,크리에이터스 홀,1.0,100.0,크리에이터스 홀,100,민간(대학로 외),2019.0,서울,동대문구,서울특별시 동대문구 안암로 86-1(제기동)
1892,클럽 MUTE(뮤트),1.0,0.0,클럽 MUTE(뮤트),0,민간(대학로 외),0.0,서울,용산구,서울특별시 용산구 이태원로27가길 26(이태원동)
1894,클럽 마스 CLUB MARS,1.0,0.0,클럽 마스 CLUB MARS,0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 와우산로 76-1 (서교동)
1895,클럽 벨류(Value),1.0,0.0,클럽 벨류(Value),0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 잔다리로 6(서교동)
1896,클럽 샤프,1.0,100.0,클럽 샤프,100,민간(대학로 외),2016.0,서울,마포구,서울특별시 마포구 동교로 63 (망원동)
1897,클럽 페이더,1.0,0.0,클럽 페이더,0,기타(비공연장),0.0,서울,용산구,서울특별시 용산구 우사단로 43 (이태원동) 지하1층
1898,클럽 프리버드,1.0,0.0,클럽 프리버드,0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 와우산로17길 19-22(서교동)
1900,클럽블랙홀(Blackhall) [홍대],1.0,0.0,클럽블랙홀(Blackhall) [홍대],0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 잔다리로 19-6 (서교동)
1901,클럽온에어,1.0,0.0,클럽온에어,0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
1905,타이니앨리스,1.0,144.0,타이니앨리스,144,민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가)
1906,탈영역우정국,1.0,80.0,탈영역우정국,80,기타(비공연장),2015.0,서울,마포구,서울특별시 마포구 독막로20길 42 (창전동) 
1907,탑아트홀,1.0,101.0,탑아트홀,101,민간(대학로),2003.0,서울,종로구,서울특별시 종로구 동숭길 72 - 0
1913,텐더리커피앤디저트,1.0,0.0,텐더리커피앤디저트,0,기타(비공연장),0.0,서울,마포구,서울특별시 마포구 성미산로29길 35(연남동)
1921,통의동클래식,1.0,40.0,Hall(홀),40,민간(대학로 외),2019.0,서울,종로구,서울특별시 종로구 자하문로10길 16 (통의동)
1924,트레이프조이드,1.0,0.0,트레이프조이드,0,민간(대학로 외),0.0,서울,마포구,서울특별시 마포구 동교로 137(서교동)
1927,티오엠씨어터(구. 문화공간필링),3.0,584.0,"1관
2관
연습실A","335
249
0",민간(대학로),2014.0,서울,종로구,서울특별시 종로구 대학로8가길 85 (동숭동)
1928,틴틴홀,1.0,228.0,틴틴홀,228,민간(대학로),2003.0,서울,종로구,서울특별시 종로구 대학로10길 24 (동숭동)
1931,파랑새극장(구. 샘터파랑새극장),1.0,180.0,1관,180,민간(대학로),1984.0,서울,종로구,서울특별시 종로구 대학로 116 (동숭동)
1932,"파랑씨어터 (구. 도향아트홀, 뮤디스홀)",1.0,163.0,"파랑씨어터 (구. 도향아트홀, 뮤디스홀)",163,민간(대학로),2017.0,서울,종로구,서울특별시 종로구 대학로8가길 36 (동숭동)
1933,파인트리 시어터,1.0,100.0,파인트리 시어터,100,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 선릉로 547 (역삼동)
1936,판시어터,1.0,388.0,판시어터,388,민간(대학로 외),0.0,서울,종로구,서울특별시 종로구 삼일대로 386 (관철동)
1939,퍼즐인형극장 다락극장,1.0,30.0,퍼즐인형극장 다락극장,30,민간(대학로 외),2014.0,서울,마포구,서울특별시 마포구 독막로6길 27 (합정동)
1941,펀타스틱씨어터,1.0,0.0,펀타스틱씨어터,0,민간(대학로 외),0.0,서울,용산구,서울특별시 용산구 한강대로48길 17-6(한강로2가)
1942,페리지홀,1.0,202.0,페리지홀,202,민간(대학로 외),2013.0,서울,서초구,서울특별시 서초구 반포대로 18 (서초동)
1943,페이지명동,1.0,150.0,커뮤니티하우스 마실(라이브홀),150,민간(대학로 외),0.0,서울,중구,서울특별시 중구 명동11길 20(명동1가)
1944,페인터즈 히어로 종로전용관(서울극장),1.0,488.0,페인터즈히어로 전용관,488,민간(대학로 외),2010.0,서울,종로구,서울특별시 종로구 돈화문로 13 (관수동) 서울극장
1953,포스트극장,1.0,200.0,포스트극장,200,민간(대학로 외),1992.0,서울,마포구,서울특별시 마포구 와우산로 148 (창전동)
1964,푸르지오아트홀,1.0,283.0,푸르지오아트홀,283,민간(대학로 외),2019.0,서울,중구,서울특별시 중구 을지로 170 (을지로4가)
1967,프라임아트홀,1.0,400.0,프라임아트홀,400,민간(대학로 외),2007.0,서울,구로구,서울특별시 구로구 새말로 97 (구로동)
1969,프란치스코 교육회관,2.0,275.0,"1층성당
체칠리아홀","200
75",민간(대학로 외),1987.0,서울,중구,서울특별시 중구 정동길 9 (정동)
1970,프리마베라 459,1.0,0.0,프리마베라 459,0,민간(대학로 외),0.0,서울,영등포구,서울특별시 영등포구 도림로 459(문래동4가)
1972,플랫폼 창동 61,1.0,150.0,레드박스,150,공공(기타),2016.0,서울,도봉구,서울특별시 도봉구 마들로11길 74 (창동)
1973,플랫폼-엘 컨템포러리 아트센터,1.0,172.0,플랫폼 라이브,172,민간(대학로 외),2016.0,서울,강남구,서울특별시 강남구 언주로133길 11 (논현동)
1975,플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),1.0,359.0,플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),359,민간(대학로),2010.0,서울,종로구,서울특별시 종로구 대학로12길 73 (동숭동)
1978,플레이스 막(PALCE MAK)1,1.0,27.0,플레이스 막사(PLACE MAKSA),27,민간(대학로 외),2012.0,서울,마포구,서울특별시 마포구 성미산로 198 (연남동)
1979,플레이스비브,1.0,90.0,플레이스비브,90,기타(비공연장),0.0,서울,성동구,서울특별시 성동구 아차산로7나길 14 (성수동2가) 
1981,플레이클라우드(클라우드그라운드),1.0,0.0,클라우드홀,0,민간(대학로 외),0.0,서울,동작구,서울특별시 동작구 남부순환로 2019 (사당동)
1982,"플렉스라운지 (구. 스테이라운지, 인디팍)",1.0,150.0,"플렉스라운지 (구. 스테이라운지, 인디팍)",150,민간(대학로 외),2015.0,서울,마포구,서울특별시 마포구 양화로 100-10 (서교동) 
1985,피움스튜디오,1.0,40.0,피움스튜디오,40,민간(대학로 외),2018.0,서울,영등포구,서울특별시 영등포구 영등포로34길 3 (영등포동4가)
1986,피카소소극장,1.0,109.0,1관,109,민간(대학로),2008.0,서울,종로구,서울특별시 종로구 대학로11길 38-11 (명륜4가)
1992,하나투어 브이홀,1.0,250.0,하나투어 브이홀,250,민간(대학로 외),2008.0,서울,마포구,서울특별시 마포구 홍익로 25 (서교동)
1997,하다아트홀,1.0,0.0,하다아트홀,0,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 선릉로108길 7(삼성동)
1999,하땅세극장,1.0,0.0,하땅세극장,0,민간(대학로 외),0.0,서울,성북구,서울특별시 성북구 성북로 5-7(성북동1가)
2000,하마씨어터(구. 가든씨어터),1.0,190.0,하마씨어터(구. 가든씨어터),190,민간(대학로),1995.0,서울,종로구,서울특별시 종로구 대학로10길 15 - 11
2003,하트리사이틀홀,1.0,67.0,하트리사이틀홀,67,민간(대학로 외),2013.0,서울,송파구,서울특별시 송파구 송이로23길 34 (가락동)
2006,학전,2.0,374.0,"블루소극장
그린소극장(폐관)","194
180",민간(대학로),1991.0,서울,종로구,서울특별시 종로구 대학로12길 46 (동숭동)
2008,한국가곡예술마을 나음아트홀,1.0,120.0,한국가곡예술마을 나음아트홀,120,민간(대학로 외),0.0,서울,강남구,서울특별시 강남구 논현로10길 28 (개포동)
2013,한국문화의집 KOUS,1.0,234.0,한국문화의집 KOUS,234,공공(기타),2003.0,서울,강남구,서울특별시 강남구 테헤란로92길 12-9 (대치동)
2015,한국방송통신대학교,2.0,142.0,"대공연장
열린관 소극장","82
60",민간(대학로),0.0,서울,종로구,서울특별시 종로구 대학로 86 (동숭동) 
2016,한국방송회관 코바코홀 (구. 브로드홀),1.0,290.0,한국방송회관 코바코홀 (구. 브로드홀),290,공공(기타),1998.0,서울,양천구,서울특별시 양천구 목동동로 233 (목동) 한국방송회관
2017,한국불교역사문화기념관,1.0,275.0,전통문화예술공연장,275,민간(대학로 외),2005.0,서울,종로구,서울특별시 종로구 우정국로 55 (견지동)
2020,한국예술종합학교,2.0,840.0,"예술소극장
예술극장","314
526",국립,2007.0,서울,성북구,서울특별시 성북구 화랑로32길 146-37 (석관동)
2021,한국예술종합학교 [서초],1.0,368.0,이강숙홀(구. 크누아홀),368,공공(기타),1999.0,서울,서초구,서울특별시 서초구 남부순환로 2374 (서초동)
2022,한국의집,2.0,296.0,"민속극장
중정마당","146
150",공공(기타),1981.0,서울,중구,서울특별시 중구 퇴계로36길 10 (필동2가)
2025,한국즉흥극장,1.0,60.0,한국즉흥극장,60,민간(대학로 외),2017.0,서울,용산구,서울특별시 용산구 한강대로48길 17-6 (한강로2가)
2026,한국콘텐츠진흥원 CKL스테이지,1.0,190.0,한국콘텐츠진흥원 CKL스테이지,190,국립,2015.0,서울,중구,서울특별시 중구 청계천로 40
2029,한남대로 158(극단 성북동 비둘기),1.0,40.0,한남대로 158(극단 성북동 비둘기),40,민간(대학로 외),2016.0,서울,용산구,서울특별시 용산구 한남대로 158 (한남동)
